,1_Movie,AudienceAverageRating,AudienceScore,BoxOffice,Cast,CriticAverageRating,CriticNegativeReviewsCount,CriticPositiveReviewsCount,CriticScore,DirectedBy,Genre,Genre_Action&Adventure,Genre_Animation,Genre_Anime&Manga,Genre_ArtHouse&International,Genre_Classics,Genre_Comedy,Genre_CultMovies,Genre_Documentary,Genre_Drama,Genre_Faith&Spirituality,Genre_Gay&Lesbian,Genre_Horror,Genre_Kids&Family,Genre_Musical&PerformingArts,Genre_Mystery&Suspense,Genre_Romance,Genre_ScienceFiction&Fantasy,Genre_SpecialInterest,Genre_Sports&Fitness,Genre_Television,Genre_Western,InTheaters,OnDisc/Streaming,Rating,Rating_G,Rating_NC17,Rating_NR,Rating_PG,Rating_PG-13,Rating_R,Runtime,Studio,WrittenBy
809,The Lincoln Lawyer,3.8,82%,"$57,900,000",Marisa Tomei|Matthew McConaughey|Ryan Phillippe|Josh Lucas|John Leguizamo|Michael Pea|Bob Gunton|Frances Fisher|Bryan Cranston|William H. Macy|Trace Adkins|Margarita Levieva|Laurence Mason|Pell James|Shea Whigham|Katherine Moennig|Michael Par|Michaela Conlin|Mackenzie Aladjem|Reggie Baker|Javier Grajeda|David Castro|Conor O'Farrell|Charlie Hirsch|Roland Feliciano|Jeffrey R. Cole|Andrew Staes|Donnie Smith|Erin Carufel|Sam Upton|Matthew Moreno|L. Emille Thomas|Kate Mulligan|Edwin Dunn|Eric Huus|Rick Filkins|Melanie Molnar|Stephanie Mace|Yari Deleon|Christian George|Randy Mulkey|Scott Wood|Earl Carroll|Melanie Benz|Eric Etebari|Sharyn Bamber,6.6,29,139,83%,Brad Furman,"Drama,Mystery&Suspense",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"Mar10,2011 wide","Jul 12, 2011","R (for some violence, sexual content and language)",0,0,0,0,0,1,118 minutes,Lionsgate Films,John Romano
810,The Lion King 1 12,3.2,61%,"$57,900,000",Nathan Lane|Ernie Sabella|Julie Kavner|Jerry Stiller|Matthew Broderick|Robert Guillaume|Moira Kelly|Whoopi Goldberg|Cheech Marin|Jim Cummings|Edward Hibbert|Jason Rudofsky|Matt Weinberg|Shaun Flemming|Tony Anselmo|Jeff Bennett|Corey Burton|Cam Clarke|Bill Farmer|Shaun Fleming|Carolyn Gardner|Bob Joles|Tress MacNeille|Alex Manugian|Roy Del Ruth|Chris Sanders|Kevin Schon|Blayne Weaver|Andrea Wolfson,6.4,4,13,76%,Bradley Raymond,"Animation,Kids&Family",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Feb10,2004 wide","Feb 10, 2004",G,1,0,0,0,0,0,77 minutes,Disney Toon Studios,Tom Rogers
811,The Lobster,3.4,64%,"$9,078,073",Colin Farrell|Rachel Weisz|La Seydoux|Ben Whishaw|John C. Reilly|Olivia Colman|Jessica Barden|Angeliki Papoulia|Ashley Jensen|Roger Ashton-Griffiths|Michael Smiley|Ariane Labed|Rosanna Hoult|Ewen Macintosh|Anthony Dougall|Jacqueline Abrahams|Sean Duggan|Roland Ferrandi|James Finnegan|Robert Heaney|Patrick Malone|Kevin McCormack|Kathy Kelly|Garry Mountaine|Judi King Murphy|Laoise Murphy|Imelda Nagle Ryan|Nancy Onu|Ishmael Moalosi|Anthony Moriarty|Matthew O'Brien|Emma O'Shea|Sandra Mason,7.6,27,199,88%,Yorgos Lanthimos,"Comedy,CultMovies,Drama,ScienceFiction&Fantasy",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"May13,2016 limited","Aug 2, 2016","R (for sexual content including dialogue, and some violence)",0,0,0,0,0,1,118 minutes,A24 Films,"Yorgos Lanthimos, Efthimis Filippou"
812,"The Long, Long Trailer",3.8,77%,"$9,078,073",Lucille Ball|Desi Arnaz|Marjorie Main|Keenan Wynn|Gladys Hurlbut|Moroni Olsen|Bert Freed|Madge Blake|Walter S. Baldwin|Oliver Blake|Perry Sheehan|Charles Herbert|Herb Vigran|Karl Lukas|Emmett Vogan|Edgar Dearing|Geraldine Carr|Sarah Spencer|Ruth Warren|Dallas Boyd|Howard McNear|Jack Kruschen|Edna Skinner|Alan Lee|Robert Anderson|Phil Rich|John Call|Wilson Wood|Dorothy Neumann|Howard Wright|Connie Van|Dennis Ross|Christopher Olsen|Ida Moore|Emory Parnell|Fay Roope|Ruth Lee|Richard Alexander|Frank Gerstle|Peter Leeds|Judy Sackett|Juney Ellis|Janet Sackett|Norman Leavitt,5.4,5,3,38%,Vincente Minnelli,"Classics,Comedy,Romance",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"May13,2016 limited","May 2, 2006",G,1,0,0,0,0,0,103 minutes,MGM,"Frances Goodrich, Albert Hackett"
813,The Longest Ride,3.8,71%,"$9,078,073",Scott Eastwood|Britt Robertson|Alan Alda|Oona Chaplin|Jack Huston|Melissa Benoist|Lolita Davidovich|Gloria Reuben|Amber Chaney|Brett Edwards|Hayley Lovitt|Michael Lowry|Elea Oberon|Kate Forbes|Tiago Riani|Danny Vinson|Tracey Bonner|Jaret Sears|Hunter Burke|Ash Taylor|Matt McHugh|Jon Stafford|Gina Herron|Floyd Herrington|Joy Jacobson|Naomi Eckhaus|Amy Parrish|Peter Jurasik|Karen Labbe|Barry J. Ratcliffe,4.4,81,33,29%,George Tillman Jr.,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Apr10,2015 wide","Jul 14, 2015","PG-13 (for some sexuality, partial nudity, and some war and sports action)",0,0,0,0,1,0,128 minutes,20th Century Fox,"Nicholas Sparks, Craig Bolotin"
814,The Look,3.2,50%,"$19,812",Charlotte Rampling|Peter Lindbergh|Paul Auster|Barnaby Southcombe|Juergen Teller|Frederick Seidel|Franckie Diago|Anthony Palliser|Joy Fleury|Cynthia Fleury,6.8,3,15,83%,Angelina Maccarone,"Documentary,SpecialInterest,Television",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"Nov4,2011 limited","Apr 10, 2012",NR,0,0,1,0,0,0,94 minutes,Kino Lorber,Angelina Maccarone
815,The Lookalike,3.4,48%,"$19,812",Jerry O'Connell|Scottie Thompson|Gillian Jacobs|Justin Long|John Corbett|Gina Gershon|Luis Guzman|John Savage|Steven Bauer|Felisha Terrell|Michael Yebba|Bernard Jones|Rio Hackford|Rico Ball|Kaili Hollister|Sable Marie Mongold|Morganna Bridgers|Bobby Ray Cauley Jr.|Frank Lotito|Billy Slaughter|Aliya Astaphan|Sam Medina|Joseph Trichilo,4,4,1,20%,Richard Gray,"Drama,Mystery&Suspense",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"Nov7,2014 limited","Feb 10, 2015",NR,0,0,1,0,0,0,100 minutes,Well Go USA,Michele Gray
816,The Lord of the Rings The Return of the King,3.7,86%,"$364,000,000",Elijah Wood|Sean Astin|Ian McKellen|Andy Serkis|Viggo Mortensen|Orlando Bloom|Billy Boyd|Dominic Monaghan|John Rhys-Davies|Liv Tyler|Bernard Hill|Miranda Otto|Hugo Weaving|David Wenham|Karl Urban|Cate Blanchett|Ian Holm|Joel Tolbeck|Sean Bean|John Noble|Noel Appleby|John Bach|Alistair Browning|Richard Edge|David Aston|Bruce Hopkins|Lawrence Makoare|Bret McKenzie|Maisie McLeod-Riera|Paul Norell|Thomas Robins|Harry Sinclair|Alexandra Astin|Sadwyn Brophy|Marton Csokas|Jason Fitch|Ian Hughes|Sarah McLeod|Bruce Phillips|Shane Rangi|Todd Rippon|Peter Tait|Stephen Ure|Alan Howard,8.7,18,251,93%,Peter Jackson,"Action&Adventure,Classics,ScienceFiction&Fantasy",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Dec17,2003 wide","May 25, 2004",PG-13 (for epic battle sequences and some scary images),0,0,0,0,1,0,201 minutes,New Line Cinema,"Fran Walsh, Philippa Boyens, Peter Jackson"
817,The Lords of Discipline,3.3,54%,"$364,000,000",David Keith|Robert Prosky|G.D. Spradlin|Barbara Babcock|Michael Biehn|Rick Rossovich|John LavachieIIi|Mitchell Lichtenstein|Mark Breland|Malcolm Danare|Malcom Danare|Judge Reinhold|Greg Webb|Bill Paxton|Ellen Chenoweth|Dean R. Miller|Ed Bishop|Stuart Milligan|Dean Miller|Katharine Levy|Jason Connery|Rolf Saxon|Michael Horton|Ian Tyler|Tony Sibbald|Norman Chancer|Ronald Fernee|Michael Fitzpatrick|Richard Oldfield|Sarah Brackett|Mary-Ellen Ray|Helena Stevens|Valerie Colgan|Matt Frewer|William Hope|Peter Hutchinson|Peter Merrill|Sheridan Earl Russell|Simon Shepherd|Aaron Swartz|Graham Cull|Mark Eadie|Tom Fry|Lee Galpin|Dean Lawrence|Martin Phillips|Joe Searby|Christopher Warrick|Nicola King|Sallyanne Law|Elizabeth Morton|Kim Thomson|Sophie Ward|Natasha Fraser,5.2,5,3,38%,Franc Roddam,"Drama,Mystery&Suspense",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"Feb18,1983 wide","Feb 28, 2006",R,0,0,0,0,0,1,103 minutes,Paramount Pictures,"Lloyd Fonvielle, Thomas Pope"
818,"The Man Nobody Knew In Search of My Father, CIA Spymaster William Colby",3.6,63%,"$183,342",Carl Colby|Zbigniew Brzezinski|Gen. Brent Scowcroft|Donald Rumsfeld|James Schlesinger|Bob Woodward|Bob Kerrey|Seymour Hersh|Tim Weiner|Dale Andrade|Barbara Colby|Corrado Cantatore|Jonathan Jordan Clarke|Daren Flitcroft|Donald Gregg|Fisher Howe|Thomas Hughes|Oleg Kalugin|John Langan|James Lilley|Edward N. Luttwak|Thomas McCoy|Robert McFarlane|Elizabeth McIntosh|H.R. McMaster|Prof. Hugh Montgomery|John Nagl|Rufus Phillips|Walter Pincus|Daniel Schorr|Laurence Silberman|John Singlaub|Joseph W. Smith|Evan Thomas|Hugh Tovar|Judge William Webster|Steve Young,7.1,4,20,83%,Carl Colby,"Documentary,SpecialInterest",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Sep23,2011 limited","Apr 17, 2012",NR,0,0,1,0,0,0,104 minutes,First Run Features,"Lloyd Fonvielle, Thomas Pope"
819,The Man Without a Face,3.1,64%,"$183,342",Mel Gibson|Nick Stahl|Margaret Whitton|Fay Masterson|Gaby Hoffmann|Geoffrey Lewis|Richard Masur|Michael DeLuise|Ethan Phillips|Marion Dougherty|Jean De Baer|Jack De Mave|Viva|Justin Kanew|Sean Kellman|Chris Lineburg|Kelly Wood|Jessica Taisey|David A. McLaughlin|George Martin|Timothy Sawyer|Lawrence Wescott Jr.|Bobby Roger Poirier|Michael Currie|Stanja Lowe|Zach Grenier|William Meisle|Robert Hitt|Mary Lamar Mahler|Robert DeDiemar Jr.|Drew Guenett|Gene Leverone|Malcolm MacRury|George D. Fuller|Harriette C. Henninger|Edmond Genest|John B. Guptill|Michael Forte|Elizabeth S. Clarke,5.7,8,14,64%,Mel Gibson,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Aug25,1993 wide","Feb 24, 2004",PG-13,0,0,0,0,1,0,114 minutes,Warner Home Video,Isabelle Holland
820,The Manchurian Candidate,3.2,63%,"$65,700,000",Denzel Washington|Meryl Streep|Liev Schreiber|Jeffrey Wright|Kimberly Elise|Vera Farmiga|Jon Voight|Ted Levine|Miguel Ferrer|Bruno Ganz|Tom Stechschulte|Pablo Schreiber|Anthony Mackie|Dorian Missick|Jose Pablo Cantillo|Teddy Dunn|Joaquin Perez-Campbell|Tim Artz|Robyn Hitchcock|Antoine Taylor|Joseph Alessi|Ray Anthony Thomas|Bill Irwin|Al Franken|Paul Lazar|Danny Darst|Stephanie McBride|Molly Hickock|Victoria Haynes|Adam LeFevre|Roger Corman|Leona E. Sondreal|Zeljko Ivanek|Jim Roche|Ann Dowd|Obba Babatund|Harry Northrup|James Beattie Howard|Walter Mosley|Gordon Brummer|Gayle King|Brad Holbrook|Stacey Newsome Santiago|Kristen Shaughnessy|Prue Lewarne|Forrest Sawyer|Ukee Washington|Ed Crane|Kaity Tong|Roma Torre-Lopez|William Meisle|Dan Olmstead|Sakina Jaffrey|Simon McBurney|Charles Napier|Robert Castle|John Aprea|Jane DeNoble|Jocelyn Jordan|Jude Ciccolella|Dean Stockwell|John Bedford Lloyd|David Keeley|Christopher M. Russo|Michael C. Pierce|Marin Ireland|Glen Hartell|Tracey Walter|Alyson Renaldo|Edwidge Danticat|Kenny Utt|Enrique Correa|David Neumann|Neda Armian|Paul Johnson|James McCauley|BeBe Winans|Darrell Larson|Kate Valk|Beau Sia|Duana Butler|Jim Wheeler|Lauren Roselli|Stephen Richardson|Shing Ka|Malcolm Simpson|Cassius Kumar Wilkinson|Josephine Demme|Gabriela Fung|Denzel Dellahoussaye|Aaron Scoenfeld|Geovonne Long|Jonathan Borst|Michael Shehata|Tom Chapin|Lewis Walker|Joey Perillo|Buzz Kilman|Marie Runyon|Eliza Simpson|Julie Adamy|Andre B. Blake|Tymberly Canale Harris|Lilly McDowell|Josh Elrod|Craig Branam|Sidney Lumet|Anna Deavere Smith|Roy Blount Jr.|Fab 5 Freddy,7.1,41,165,80%,Jonathan Demme,"Action&Adventure,Drama,Mystery&Suspense",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"Jul30,2004 wide","Dec 21, 2004",R (for violence and some language),0,0,0,0,0,1,130 minutes,Paramount Pictures,"Daniel Pyne, Dean Georgaris"
821,The Manson Family,3,48%,"$65,700,000",Marcelo Games|Marc Pitman|Leslie Orr|Maureen Allisse|Marueen Allisse|Amy Yates|Jim Van Bebber|Tom Burns|Sage Stallone|Michelle Briggs|Sherri Rickman|Nate Pennington|M. M. Jones|Carl Day|Jim Sayer|Mark Gillespie|Paul Harper|Norris Hellwig|Joel Phlman|Valerie Hatt|Kevan Curren,6,10,21,68%,Jim Van Bebber,"Documentary,Drama,Horror",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"Oct22,2004 wide","Apr 26, 2005",R,0,0,0,0,0,1,95 minutes,Blue Underground,Jim Van Bebber
822,The Martian,4.3,91%,"$202,313,768","Matt Damon|Jessica Chastain|Kristen Wiig|Jeff Daniels|Michael Pea|Kate Mara|Sean Bean|Sebastian Stan|Aksel Hennie|Donald Glover|Mackenzie Davis|Chiwetel Ejiofor|Nick Mohammed|Shu Chen (II)|Eddy Ko|Enzo Cilenti|Jonathan Aris|Gruffudd Glyn|Naomi Scott|Geoffrey Thomas|Benedict Wong|Narantsogt Tsogtsaikhan|Brian Caspe|Matt Devere|Szonja Oroszln|Greg Decuir, Jr.|Mark O'Neal|Peter Linka|Declan Hannigan|Peter Schueller|Waleska Latorre|Frederik Pleitgen|Nikolett Barabas|Karen Gagnon|Lili Bordn|Charlie Gardner|Nora Horich|Kamilla Ftyol|Xue Xuxing|Yang Liu|Richard B. Rifkin|Ben O'Brien|Balazas Medveczky|Scott Alexander Young|Yang Haiwen|Nicholas Wittman",7.8,29,305,91%,Ridley Scott,ScienceFiction&Fantasy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Oct2,2015 wide","Jan 12, 2016","PG-13 (for some strong language, injury images, and brief nudity)",0,0,0,0,1,0,164 minutes,20th Century Fox,Drew Goddard
823,The Master,3.4,61%,"$15,800,000",Joaquin Phoenix|Philip Seymour Hoffman|Amy Adams|Laura Dern|Jesse Plemons|Rami Malek|Ambyr Childers|Martin D. Dew|Joshua Close|Jillian Bell|Kevin Walsh|Lena Endre|Madisen Beaty|Patty McCormack|Mimi Cozzens|Price Carson|David Warshofsky|Mike Howard|Sarah Shoshana David|Lorelai Hoey|Bruce Goodchild|Matt Hering|Dan Anderson|Andrew Koponen|Jeffrey Jenkins|Patrick Biggs|Ryan Curtis|Jay Laurence|Abraxas Adams|Tina Bruna|Kevin Hudnell|Hunter Craig|Ryder Craig|Rodion Salnikov|Emily Gilliam|Kody Klein|Amy Ferguson|W. Earl Brown|Frank Bettag|Ariel Felix|Vladimir Velasco|John Mark Reyes|Brian Fong|Diane Cortejo|Leonida A. Bautista|Myrna de Dios|Katie Boland|William O'Brien|Kevin J. O'Connor|Zan Overall|Barbara Brownell|Brady Rubin|Jill Andre|Brigitte Hagerman|Charley Morgan|Christopher Evan Welch|Barlow Jacobs|Gigi Benson|Liz Clare|Fiona Dourif|Audrey Finer|Rose Fox|Bailey Hopkins|Mari Kearney|Sarah Klaren|Ally Johnson|Brittany Kilcoyne McGregor|Larain Ring|Kimberly Ables Jindra|Theodore M. Crisell|Tom Knickerbocker|Emily Jordan|Amanda Caryn Jobbins|Olivia Rosemarie Barham|Napolean Ryan|Jennifer Neala Page|Eban Schletter|Scott Rodgers|Melora Walters,8.1,35,201,85%,Paul Thomas Anderson,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Sep14,2012 limited","Feb 26, 2013","R (for sexual content, graphic nudity and language)",0,0,0,0,0,1,138 minutes,The Weinstein Company,Paul Thomas Anderson
824,The Meddler,3.3,56%,"$4,265,673",Susan Sarandon|Rose Byrne|J.K. Simmons|Jerrod Carmichael|Cecily Strong|Lucy Punch|Michael McKean|Jason Ritter|Sarah Baker|Casey Wilson|Amy Landecker|Billy Magnussen|Megalyn Echikunwoke|Jo Jordan|Lou Volpe|Tony Amendola|Robert Picardo|Irina Maleeva|Shiri Appleby|Harry Hamlin|Laura San Giacomo|Rebecca Drysdale|Randall Park|Bill Fagerbakke|Marques Ray|Roger Aaron Brown|Corey Reynolds|Jae Suh Park,6.9,21,116,85%,Lorene Scafaria,"Comedy,Drama",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Apr22,2016 limited","Sep 6, 2016",PG-13 (for brief drug content),0,0,0,0,1,0,100 minutes,Anonymous Content,Lorene Scafaria
825,The Meerkats,3.8,80%,"$4,265,673",Paul Newman,5.9,3,8,73%,James Honeyborne,Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct15,2008 wide","Sep 1, 2009",G,1,0,0,0,0,0,83 minutes,The Weinstein Company,Lorene Scafaria
826,The Memory Thief,3.1,43%,"$4,265,673",Mark Webber|Rachel Miner|Jerry Adler|Allan Rich|Peter Jacobson|Douglas Spain|Stella Hudgens|Carlos Gomez|Karen Landry|Mary Pat Gleason|Brent David Fraser|Chris Ellis|Josh Wheeler|Kevin Breznahan|Bess Meisler|Mitch Whitfield|Richard Rhiele|Blaine Pate|Hannah Kofman|Richard Stobie|Jennie Ventriss|June Claman|Herta Amir|Lidia Budugor|Fred Diament|Rachmil Hakman|Sara Lumer|Dana Schwartzman|Sam Steinberg|Fred Wolf (II),6.7,3,12,80%,Gil Kofman,"Drama,Mystery&Suspense",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"Apr14,2007 wide","May 26, 2009",NR,0,0,1,0,0,0,95 minutes,Sony Pictures Classics,Gil Kofman
827,The Messengers,3.1,44%,"$35,374,833",Kristen Stewart|Dylan McDermott|John Corbett|Penelope Ann Miller|Evan Turner|Theodore Turner|William B. Davis|Brent Briscoe|Dustin Milligan|Jodelle Ferland|Michael Dangerfield|Tatiana Maslany|Shirley McQueen|Anna Hagan|Blaine Hart|Graham Bell|Kaitlyn McMillan|Peter Scoular,3.7,74,10,12%,"Danny Pang, Oxide Pang Chun","Horror,Mystery&Suspense",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"Feb7,2007 wide","Jun 5, 2007","PG-13 (for mature thematic material, disturbing violence and terror)",0,0,0,0,1,0,90 minutes,Screen Gems,"Mark Wheaton, Stuart Beattie, Todd Farmer"
828,The Missing Picture,3.8,76%,"$31,087",Jean-Baptiste Phou|Jean-Baptiste Phou|Randal Douc,8.3,1,83,99%,Rithy Panh,"Documentary,Drama",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Mar19,2014 limited","Jun 10, 2014",NR,0,0,1,0,0,0,96 minutes,Strand Releasing,"Rithy Panh, Christophe Bataille"
829,The Missouri Breaks,3.4,59%,"$31,087",Marlon Brando|Jack Nicholson|Randy Quaid|Kathleen Lloyd|Frederic Forrest|Harry Dean Stanton|John McLiam|John P. Ryan|Sam Gilman|Steve Franken|Richard Bradford|James Greene|Luana Anders|Danny Goldman|Hunter von Leer|Darrell Zwerling|Virgil Frye|R.L. Armstrong|Dan Ades|Dorothy Newman|Dorothy Neumann|Charles Wagenheim|Vern Chandler,6.6,4,15,79%,Arthur Penn,"Action&Adventure,Drama,Western",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"May19,1976 wide","Dec 9, 2014",PG,0,0,0,1,0,0,126 minutes,MGM,Thomas McGuane
830,The Moment,2.2,5%,"$31,087",Jennifer Jason Leigh|Marianne Jean-Baptiste|Martin Henderson|Alia Shawkat|Meat Loaf|Navid Negahban|Anna Diop|Alexander Fazel|Xavier Jimenez-March|Kerrie Keane,1.6,7,1,13%,Jane Weinstock,"Drama,Mystery&Suspense",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"Jun20,2014 limited","Aug 12, 2014",NR,0,0,1,0,0,0,90 minutes,Dada Films,"Jane Weinstock, Gloria Norris"
831,The Morning After,2.9,39%,"$31,087",Jane Fonda|Jeff Bridges|Raul Julia|Diane Salinger|Richard Foronjy|Geoffrey Scott|James 'Gypsy' Haake|James Haake and Scamp|Kathleen Wilhoite|Don Hood|George Howard|Gladys Portugese|Fran Bennett|Michael Flanagan|Bruce Vilanch|Michael Prince|Frances Bergen|Jose Santana|Bob Minor|George Fisher|Rick Rossovich|Laurel Lyle|Kathy Bates|Anne Betancourt|Patti Song|Betty Lougaris|Drew Berman|Sam Scarber|Michael Zand|Corinna Everson,5.8,5,12,71%,Sidney Lumet,"Drama,Mystery&Suspense",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"Jan1,1986 wide","Aug 30, 2005","R (adult situations/language, violence)",0,0,0,0,0,1,102 minutes,Lorimar Home Video,"James Cresson, Jay Presson Allen, James Hicks"
832,The Mummy Tomb of the Dragon Emperor,2.9,30%,"$101,600,000",Brendan Fraser|John Hannah|Maria Bello|Michelle Yeoh|Jet Li|Russell Wong|Luke Ford|Isabella Leong|Anthony Wong|Michelle Khan|Liam Cunningham|David Calder|Jessey Meng|Tian Liang|Albert Kwan,3.7,151,21,12%,"Rob Cohen, Simon Duggan","Action&Adventure,Comedy,Drama",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Jul24,2008 wide","Dec 16, 2008",PG-13 (for adventure and violence),0,0,0,0,1,0,112 minutes,Universal Pictures,"Alfred Gough, Miles Millar"
833,The Mysteries of Pittsburgh,2.6,23%,"$32,783",Jon Foster|Peter Sarsgaard|Sienna Miller|Nick Nolte|Mena Suvari|Rawson Marshall Thurber|Omid Abtahi|Keith Michael Gregory,3.9,37,5,12%,Rawson Marshall Thurber,"Action&Adventure,Comedy,Drama",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Apr10,2009 wide","May 9, 2006","R (for strong sexuality, nudity and language)",0,0,0,0,0,1,95 minutes,MOP Productions,Rawson Marshall Thurber
834,The New Twenty,2.7,18%,"$32,783",Terry Serpico|Bill Sage|Nicole Bilderback|Colin Fickes|Andrew Wei Lin|Ryan Locke|Thomas Sadoski|Karen Olivo|Cordelia Reynolds|Larry Pine,5.2,7,7,50%,Chris Mason Johnson,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Mar20,2009 wide","Jul 21, 2009",NR,0,0,1,0,0,0,92 minutes,Argot Pictures,"Chris Mason Johnson, Ishmael Chawla"
835,The Nice Guys,3.8,79%,"$32,261,515",Russell Crowe|Ryan Gosling|Angourie Rice|Matt Bomer|Margaret Qualley|Yaya DaCosta|Keith David|Beau Knapp|Lois Smith|Murielle Telio|Gil Gerard|Daisy Tahan|Kim Basinger|Jack Kilmer|Ty Simpkins,7.5,21,255,92%,Shane Black,"Comedy,Drama",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"May20,2016 wide","Aug 23, 2016","R (for violence, sexuality, nudity, language and brief drug use)",0,0,0,0,0,1,116 minutes,Warner Bros. Pictures,"Shane Black, Anthony Bagarozzi"
836,The Night of the Iguana,3.9,84%,"$32,261,515",Richard Burton|Ava Gardner|Deborah Kerr|Sue Lyon|Skip Ward|Grayson Hall|Cyril Delevanti|Mary Boylan|Gladys Hill|Billie Matticks|Emilio Fernandez|Eloise Hardt|Thelda Victor|Betty Proctor|Dorothy Vance|Liz Rubey|Bernice Starr|Barbara Joyce|Roberto Leyva|C.G. Kim|Robert Leyra|Fidelmar Duran,7.2,4,10,71%,John Huston,"Classics,Drama,Mystery&Suspense",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"Aug6,1964 wide","May 2, 2006",NR,0,0,1,0,0,0,120 minutes,WARNER BROTHERS PICTURES,"John Huston, Anthony Veiller"
837,The Objective,2.7,32%,"$32,261,515",Jonas Ball|Chems-Eddine Zinoune|Matthew R. Anderson|Jon Huertas|Mike C. Williams|Sam Hunter|Jeff Prewett|Kenny Taylor|Vanessa Johansson,4.9,8,4,33%,Daniel Myrick,"Action&Adventure,Horror,Mystery&Suspense,ScienceFiction&Fantasy",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"Apr24,2008 wide","Oct 13, 2009",NR,0,0,1,0,0,0,91 minutes,IFC Films,"Daniel Myrick, Wes Clark, Jr., Mark Patton"
838,The Ones Below,3.2,47%,"$12,089",David Morrissey|Stephen Campbell Moore|Laura Birn|Clmence Posy|Deborah Findlay|Jonathan Harden,6.2,12,33,73%,David Farr,"ArtHouse&International,Mystery&Suspense",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"May27,2016 limited","Sep 6, 2016",R (for thematic elements and some language),0,0,0,0,0,1,86 minutes,BBC Films,David Farr
839,The Other Dream Team,4.3,88%,"$133,778",Chad Ford|Fran Fraschilla|Vladas Garastas|Mickey Hart|Zydrunas Ilgauskas|Sergejus Jovaisa|Arturas Karnisovas|Rimas Kurtinaitis|Jim Lampley|Vytautas V. Landsbergis|Dan Majerle|Sarunas Marciulionis|Chris Mullin|Donnie Nelson|Arturas Poviliunas|David Remnick|Mitch Richmond|Arvydas Sabonas|Tommy Sheppard|Charles Smith|Greg Speirs|David Stern|Jonas Valanciunas|Danute Valanciunas|Alexandr Volkov|Bill Walton|Alexander Wolff|Francesco Donadello|Tom Osander|Olivier Manchon|Earl Harvin Trio|Gyda Valtysdottir,7.2,4,28,88%,Marius A. Markevicius,"Documentary,Sports&Fitness",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Sep28,2012 limited","Jan 14, 2013",NR,0,0,1,0,0,0,90 minutes,The Film Arcade,"Marius A. Markevicius, Jon Weinbach"
