,1_Movie,AudienceAverageRating,AudienceScore,BoxOffice,Cast,CriticAverageRating,CriticNegativeReviewsCount,CriticPositiveReviewsCount,CriticScore,DirectedBy,Genre,Genre_Action&Adventure,Genre_Animation,Genre_Anime&Manga,Genre_ArtHouse&International,Genre_Classics,Genre_Comedy,Genre_CultMovies,Genre_Documentary,Genre_Drama,Genre_Faith&Spirituality,Genre_Gay&Lesbian,Genre_Horror,Genre_Kids&Family,Genre_Musical&PerformingArts,Genre_Mystery&Suspense,Genre_Romance,Genre_ScienceFiction&Fantasy,Genre_SpecialInterest,Genre_Sports&Fitness,Genre_Television,Genre_Western,InTheaters,OnDisc/Streaming,Rating,Rating_G,Rating_NC17,Rating_NR,Rating_PG,Rating_PG-13,Rating_R,Runtime,Studio,WrittenBy
200,Criminal Activities,3.1,41%,"$327,000",Michael Pitt|Dan Stevens (IV)|John Travolta|Jackie Earle Haley|Christopher Abbott|Edi Gathegi|Rob Brown (VI)|Morgan Wolk|Travis Aaron Wade|Alan B. Jones|Alan Jones|Chris Haley|Bobby C. King|Tyrone Jenkins|Rex Baker|Robert Hunter|Kyle Carthens|Dyrell Barnett|Christopher Jay Gresham|Stanley VanPelt|Don Cass|Jerry Lee Tucker|Nick Loren|Deidre Harmon|Kenny Santiago Morrero|Kenny Santiago Marrero|Will F. Moore|Andy Tarr|Lisa Catara|William Harrison|Aric Floyd|Heavy Hawn Pasley,5.8,11,10,48%,Jackie Earle Haley,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Nov20,2015 limited","Feb 16, 2016",NR,0,0,1,0,0,0,94 minutes,Shochiku Co. Ltd,Robert Lowell
201,Crossfire,3.6,75%,"$327,000",Robert Young|Robert Mitchum|Robert Ryan|Gloria Grahame|Paul Kelly|Sam Levene|Jacqueline White|Steve Brodie|George Cooper|Lex Barker|William Phipps|Richard Benedict|Tom Keene|Marlo Dwyer|Harry Harvey|Richard Powers|Carl Faulkner|Jay Norris|Robert Bray|George Turner|Don Cadell|Philip Morris|Kenneth MacDonald|Allan Ray|Bill Nind|George Meader,7.2,3,12,80%,Edward Dmytryk,"Action&Adventure,Classics,Drama,Mystery&Suspense",1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"Jan1,1947 wide","Jul 5, 2005","NR (for strong violence, and for language)",0,0,1,0,0,0,86 minutes,WARNER BROTHERS PICTURES,John Paxton
202,Cub,2.9,32%,"$327,000",Stef Aerts|Evelien Bosmans|Titus De Voogdt|Maurice Luijten|Jan Hammenecker|Gill Eeckelaert|Noa Tambwe Kabati|Ricko Otto|Louis Lemmens|Thomas De Smet|Pieter De Brabandere|Jessie Tweepenninckx|Isah De Zutter|Hauke Geirnaert|Ebe Meynckens|Ymanol Perset|Nabil Missoumi|Jean-Michel Balthazar,4.4,13,8,38%,Jonas Govaerts,"Action&Adventure,ArtHouse&International,Drama,Horror",1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"Jan1,1947 wide","Aug 18, 2015",NR,0,0,1,0,0,0,85 minutes,Kinepolis Film Distribution,"Jonas Govaerts, Roel Mondelaers"
203,Cupcakes,3.5,61%,"$8,910",Efrat Dor|Dana Ivgy|Dana Ivgi|Ofer Shechter|Keren Berger|Yael Bar-Zohar|Anat Waxman,6.1,5,17,77%,Eytan Fox,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mar27,2015 limited","Jun 8, 2015",NR,0,0,1,0,0,0,90 minutes,Strand Releasing,"Eytan Fox, Eli Bijaoui"
204,Curse of Chucky,3.4,56%,"$8,910",Brad Dourif|Fiona Dourif|Danielle Bisutti|Summer H. Howell|Brennan Elliott|Summer Howell|Chantal Quesnelle|Maitland McConnell|A Martinez,6.3,3,15,83%,Don Mancini,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Mar27,2015 limited","Oct 8, 2013","R (for bloody horror violence, and for language)",0,0,0,0,0,1,93 minutes,Universal Studios Home Entertainment,Don Mancini
205,Curvature,3.8,68%,"$8,910",Lyndsy Fonseca|Glenn Morshower|Linda Hamilton|Noah Bean|Alex Lanipekun,3.6,7,0,0%,Diego Hallivis,"Drama,Mystery&Suspense,ScienceFiction&Fantasy",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,"Feb23,2018 limited","Feb 23, 2018",NR,0,0,1,0,0,0,89 minutes,Screen Media Films,Brian DeLeeuw
206,D.A.R.Y.L.,3.1,54%,"$8,910",Mary Beth Hurt|Michael McKean|Barret Oliver|Kathryn Walker|Colleen Camp|Josef Sommer|Ron Frazier|Daniel Bryan Corkill|Steve Ryan|David Wohl|Danny Corkill|Amy Linker|Ed Grady|Tucker McGuire|Richard Hammatt|Richard Hammat|Charlie Gudger|Stacy Woods|Pat Fuleihan|Noreen Lange|Jessica Johnson|Ginny Light|Danielle LeMoine|Patrick Branner|Susan West|Benjamin Peterson|Hardy Rawls|Dalton Poole|Wayne Shindoll|Sean Hower|Brian Stafford|James LaPointe|Joseph Reed|James H. Armfield|Kevin O'Neill|Ski Collins|Russ Wheeler|Kevin O'Neil|Paul Darby|Blain Fairman|Robert Arden|William Roberts|Christopher Muncke|Burtt Harris|Major Wiley|James Fitzpatrick|Matt Butler,4.2,8,8,50%,Simon Wincer,"Kids&Family,ScienceFiction&Fantasy",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"Jun14,1985 wide","Oct 19, 2004",PG,0,0,0,1,0,0,100 minutes,Paramount Pictures,"David Ambrose, Allan Scott, Jeffrey Ellis"
207,Dancer,4.3,89%,"$62,578",Sergei Polunin|David LaChapelle|Galyna Polunina|Jade Hale-Christofi|Valentino Zucchetti|Igor Zelensky|Galina Ivanovna|Larysa Lavrikova|Valia Polunina|Salvatore Scalzo,6.8,4,28,88%,Steven Cantor,Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sep9,2016 limited","Sep 16, 2016",NR,0,0,1,0,0,0,85 minutes,Sundance Selects,"David Ambrose, Allan Scott, Jeffrey Ellis"
208,Danny Deckchair,3.6,76%,"$62,578",Rhys Ifans|Miranda Otto|Justine Clarke|Rhys Muldoon|John Batchelor|Alan Flower|Andrew Batchelor|Julie Sobotta|Brian Langsworth|Jules Sobotta|Steve Rassios|Madeleine James|Jane Ruggiero|Gina Bortolin|Duncan Young|Richard Johnson|Dina Gillespie|Rod Zuanic|Ross Perrelli|Victoria Nucifora|Steven Rassios|Gyton Grantley|Amie McKenna|Colin Angus|Yanna Black|Garrie Scott|Maeve Byrne|Peter Eyers|Victoria Karozis|Paul Wilson (XLIV)|Ross Pirrelli|Danny Nash|Keith Agius|Andrew Crabbe|Richard Healy|Sean McKenzie|Peter Cook|Anthony Phelan|Peter Eyres|Nadia Townsend|Alex Mann|Maggie Dence|Frank Magree|Peter Fisher|Jack Carty|Michelle Boyle|Phillip Monoghan|Jane Beddows|Jasmina Singh|Paviterjeet Singh|Michelle Collins|Rajpreet Singh|Lester Morris|Shar Grover|Jeanette Cronin|Nick Holland|Stephen Holt|Angus King|Nicholas Holland|Simon Mills|Marie Patane|Tassa Behan|Karen Pang|Kathryn Dagher|Michael Barnacoat|Martin Lewis|Rohan Seinor|Guy Leslie|Nino Alessi|Todd Hodgson|Dane Carson|Amanda Wenban|Julia Zemiro|Amanda Wenba|Thomas Lloyd|Stephen Hobb|Warwick Moss|Ken Porter|Owen Buik|David McCubbin|Serge Cockburn|Leanna Brockenshire|Paul Eden|Peter Franks|William David Thompson|Leon Fryer|Pam Singh|Leanne Brockenshire,5.7,35,42,55%,Jeff Balsmeyer,"ArtHouse&International,Comedy,Drama",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Aug11,2003 wide","Dec 21, 2004",PG-13 (for sex-related situations),0,0,0,0,1,0,101 minutes,Lions Gate Films,Jeff Balsmeyer
209,Dark Was The Night,2.9,33%,"$62,578",Kevin Durand|Lukas Haas|Bianca Kajlich|Steve Agee|Heath Freeman|Sabina Gadecki|Nick Damici|Seth Hendricks|Ethan Khusidman|Joseph Pallister|Charlie Parshley|Bill Paterson|Minerva Scelza,5.7,10,9,47%,Jack Heller (III),"Drama,Horror,Mystery&Suspense",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,"Jul24,2015 limited","Aug 31, 2015",NR,0,0,1,0,0,0,94 minutes,RLJE/Image Entertainment,Tyler Hisel
210,Dark Water,2.7,28%,"$25,416,400",Jennifer Connelly|John C. Reilly|Tim Roth|Dougray Scott|Pete Postlethwaite|Camryn Manheim|Ariel Gade|Elilna Lowensohn|Perla Haney-Jardine|Linda Emond|Debra Monk|Bill Buell|J.R. Horne|Elina Lwensohn|Warren Belle|Alison Sealy-Smith|Simon Reynolds|Kate Hewlett|Jennifer Baxter|Diego Fuentes|Zoe Heath|Mums|Matt Lemcke|Edward Kennington,5.5,82,72,47%,Walter Salles,"Horror,Mystery&Suspense",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"Jul8,2005 wide","Dec 26, 2005","PG-13 (for mature thematic material, frightening sequences, disturbing images and brief language)",0,0,0,0,1,0,105 minutes,Buena Vista,Rafael Yglesias
211,Dawn of the Dead,3.4,77%,"$58,885,635",Sarah Polley|Ving Rhames|Jake Weber|Mekhi Phifer|Ty Burrell|Michael Kelly|Kevin Zegers|Michael Barry|Lindy Booth|Tom Savini|Scott Reiniger|Ken Foree|Jayne Eastwood|Boyd Banks|Inna Korobkina|R.D. Reid|Kim Poirier|Matt Frewer|Jacob Adams|Justin Louis|Hannah Lochner|Bruce Bohne|Ermes Blarasin|Sanjay Talwar|Kim Roberts|Tim Post|Matt Austin|Philip DeWilde|Colm Magner|Luigia Zucaro|Geoff Williams|Mike Realba|David Campbell|Philip Charles MacKenzie|Laura DeCarteret|Georgia Craig|Tino Monte|Chris Gillett|Derek Keurvorst|Dan Duran|Neville Edwards|Sandy Jobin-Bevans|Natalie Brown|Liz West,6.7,45,139,76%,Zack Snyder,"Drama,Horror,Mystery&Suspense",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,"Mar19,2004 wide","Dec 28, 2004","R (for pervasive strong horror violence and gore, language and sexuality)",0,0,0,0,0,1,109 minutes,Universal Pictures,James Gunn (II)
212,Daylight Robbery,3.2,44%,"$58,885,635",Geoff Bell|Justin Salinger|Vas Blackwood|Robert Boulter|Johnny Harris|Max Brown|Leo Gregory|Paul Nicholls|Del Synnott|Shaun Parkes|Shaun Williamson,3.4,7,2,22%,Paris Leonti,"Drama,Mystery&Suspense",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"Aug29,2008 wide","Feb 15, 2011",NR,0,0,1,0,0,0,95 minutes,Giant Films,Paris Leonti
213,Dead Bang,2.9,43%,"$58,885,635","Don Johnson|Tim Reid|Penelope Ann Miller|William Forsythe|Bob Balaban|Frank Military|Carmen Argenziano|Tate Donovan|Antoni Stutz|Jereme Beck|Mickey Jones|Ron Campbell|Lynn Stalmaster|William Taylor|Hy Anzell|Michael Jeter|J.B. Douglas|Brad Sullivan|William Traylor|Phyllis Guerrini|Sam Scarber|Mic Rodgers|James Douglas|Tiger Haynes|Daniel Quinn|Jarion Monroe|Ricardo Ascencio|Trudy Forbes|Michael Higgins|Evans Evans|Stephen E. Miller|Dawn Mortensen|Frank C. Turner|Lennard Camarillo|Jerome Beck|Valerie Pearson|Billy Boyle|Justin Stillwell|Christine Cable|Maureen Thomas|Juliana Carter|Darwyn Swalve|David H. ""Dutch"" van Dalsem|Ron Jeremy|Garwin Sanford|Lon Katzman|Ron Carothers|Ernie Jackson",4.6,8,4,33%,John Frankenheimer,"Action&Adventure,Drama,Mystery&Suspense",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"Mar24,1989 wide","Jun 1, 2004","R (adult situations/language, violence)",0,0,0,0,0,1,109 minutes,Warner Home Video,Robert Foster
214,Dead Birds,2.9,40%,"$58,885,635",Henry Thomas|Nicki Lynn Aycox|Isaiah Washington|Michael Shannon|Patrick Fugit|Mark Boone Jr.|Muse Watson|Melanie Abramoff|David Dwyer|Brian Bremer|Michael Faella|Steve Green|Douglas M. Griffin|Sam Breslin Wright|Bret Roberts,5.4,4,4,50%,Alex Turner,"Drama,Horror,Mystery&Suspense",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,"Jan1,2004 wide","Mar 15, 2005",R (adult situations),0,0,0,0,0,1,91 minutes,Sony Pictures Home Entertainment,Simon Barrett
215,Deadline,3.2,53%,"$58,885,635",Steve Talley|Eric Roberts|Clay Brocker|David Dwyer|J.D. Souther|Anna Felix|Lauren Jenkins|Jackie Welch|Maisha Dyson|Tommy Cresswell|Jeremy Childs|Tucker Perry|Darryl Van Leer|D'Army Bailey|Larry Woods|Romonte Hamer|Joe Blankenship|David Dittmer,4.2,9,0,0%,Curt Hahn,"Drama,Mystery&Suspense",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"Apr13,2012 limited","Jul 17, 2012",PG-13 (for some mature thematic material),0,0,0,0,1,0,95 minutes,Independent Pictures,Mark Ethridge
216,Dear Mr. Watterson,3.3,51%,"$15,428",Bill Watterson|Berkeley Breathed|Stephen Pastis|Seth Green|Jeff Mallett|Jenny Robb|Bill Amend|Keith Knight|Jan Eliot|Wiley Miller|Dan Piraro|Hilary Price|Brian Anderson|Norm Feuti|Andrew Farago|Joe Wos|Nevin Martell|Charles Solomon|Lee Salem|John Glynn|Sue Roush,6.3,12,21,64%,Joel Allen Schroeder,"Documentary,Musical&PerformingArts",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Nov15,2013 limited","Apr 21, 2014",NR,0,0,1,0,0,0,90 minutes,Gravitas Ventures,Mark Ethridge
217,Dear Pillow,3.6,75%,"$15,428",Rusty Kelly|Gary Chason|Viviane Vives|Cory Criswell|John Erler,7.5,0,6,100%,Bryan Poyser,"ArtHouse&International,Drama",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Jan1,2004 wide","Nov 13, 2007",NR,0,0,1,0,0,0,84 minutes,Gravitas Ventures,Bryan Poyser
218,Declaration of War,3.6,70%,"$46,225",Jrmie Elkam|Valrie Donzelli|Csar Desseix|Gabriel Elkam|Brigitte Sy|Elina Lwensohn|Michle Moretti|Philippe Laudenbach|Bastien Bouillon|Batrice De Stal|Anne Le Ny|Frdric Pierrot|Elisabeth Dion|Laure Marsac|Emmanuel Salinger|Philippe Barassat|Pauline Gaillard|Michelle Moretti,7.5,6,37,86%,Valrie Donzelli,"ArtHouse&International,Comedy,Drama,SpecialInterest",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"Jan27,2012 limited","Jun 5, 2012",NR,0,0,1,0,0,0,100 minutes,IFC Films,"Jrmie Elkam, Valrie Donzelli"
219,Desperate Acts Of Magic,4,70%,"$46,225",Joe Tyler Gold|Valerie Dillman|Jonathan Levit|Sascha Alexander|John Getz|Stephen Wastell|William Salyers|Jordi Caballero|Tom Ogden|Hiawatha Johnson|Tammy Caplan|Rob Zabrecky|Felix Ryan|Melanie Merkosky|Cameron Sanders|Farrell Dillon|Linnea Liu Dakin|Tania Getty|Bill Krauss|Bruce Perovich|Eric Buss|William Draven|William Brasington|Michael E. Johnson|Zachary Kanner|Victoria Bohush|Nathan Burton|Keith Saltojanes|Chris Loprete|Dave Cox|Brian Gillis|Aneiszka Sen|Richard Lewandowski|Henry Springer|Gregg Pasterick|Neil McGowan|John Combs,5,3,6,67%,"Joe Tyler Gold, Tammy Caplan",Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May3,2013 limited","Sep 10, 2013",NR,0,0,1,0,0,0,86 minutes,Independent Pictures,Joe Tyler Gold
220,Devils on the Doorstep,4.2,95%,"$46,225",Ding Yuan|Haibin Li|Hongbo Jiang|Kenya Sawada|Lianmei Chen|Teruyuki Kagawa|Weidong Cai|Zhijun Cong|Zi Xi|Chen Qiang|Jiang Wen|David Wu,6.8,1,9,90%,Jiang Wen,"ArtHouse&International,Comedy,Drama",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Dec18,2002 limited","Apr 19, 2005",NR,0,0,1,0,0,0,162 minutes,Cowboy Pictures,"Wang Shuping, Shi Jianquan, Jiang Wen"
221,Diary Of A Wimpy Kid The Long Haul,2.5,34%,"$20,737,440",Jason Drucker (III)|Owen Asztalos|Tom Everett Scott|Alicia Silverstone|Chris Coppola,4.2,53,13,20%,David Bowers,"Comedy,Kids&Family",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"May19,2017 wide","Aug 8, 2017",PG (for some rude humor),0,0,0,1,0,0,162 minutes,20th Century Fox,Adam Sztykiel
222,Die Bitteren T,4,85%,"$20,737,440",Margit Carstensen|Gisela Fackelday|Irm Hermann|Eva Mattes|Katrin Schaake|Hanna Schygulla,7.4,3,19,86%,Rainer Werner Fassbinder,"Drama,Musical&PerformingArts",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Oct5,1972 wide","Mar 29, 2005",R,0,0,0,0,0,1,124 minutes,Wellspring Media Inc.,Rainer Werner Fassbinder
223,Digging For Fire,3,42%,"$119,364",Jake Johnson (XVI)|Rosemarie DeWitt|Orlando Bloom|Anna Kendrick|Brie Larson|Sam Rockwell|Ron Livingston|Melanie Lynskey|Sam Elliott|Mike Birbiglia|Judith Light|Jenny Slate|Timothy C. Simons|Jane Adams (II)|Chris Messina|Jeff Baena|Steve Berg|Alicia Van Couvering|Jude Swanberg|Kent Osborne|Tom Bower|Megan Mercier|Aislinn Plair|Noah Nelson|Lindsay Burdge|David Siskind|David Bly|Noelia Estrada|Miguel Arteta|Padriac Cassidy|Elizabeth Bayer|Bob Brauer|Liza Boone|Scott Bray|Michelle Gallagher|Luis Fernando Hoyos,6.1,23,40,63%,Joe Swanberg,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Aug21,2015 limited","Nov 3, 2015","R (for language including some sexual references, drug use and brief graphic nudity)",0,0,0,0,0,1,85 minutes,The Orchard,"Joe Swanberg, Jake Swanberg, Jake Johnson (XVI)"
224,Dirty Wars,3.7,74%,"$365,604",Abdul Ghafoor Mohamed|Raouf Hikal|Mohammed Tahir|Mohammed Sabir|Hugh Shelton|Jerome Starkey|Sheikh Saleh Bin Fareed|Abdul Rahman Barman|Ronald Wyden|Patrick Lang|Anthony Shaffer|Nasser Al Aulaqi|Malcolm Nance,7.4,11,58,84%,Richard Rowley,"Documentary,SpecialInterest",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Jun7,2013 limited","Oct 15, 2013",NR,0,0,1,0,0,0,87 minutes,IFC Films,"Jeremy Scahill, David Riker"
225,Disgrace,3.3,61%,"$365,604",John Malkovich|Eriq Ebouaney|Paula Arundell|Fiona Press|Antoinette Engel|David Dennis|Jessica Haines|Charles Tertiens|Scott Cooper,6.9,10,48,83%,Steve Jacobs,"ArtHouse&International,Drama",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Sep6,2008 wide","Apr 27, 2010","R (for sexual content, nudity, some violence and brief language)",0,0,0,0,0,1,118 minutes,Maximum Film Distribution,Anna Maria Monticelli
226,Disneynature Chimpanzee,3.9,75%,"$28,965,459",Tim Allen|China Anne McClain,6.4,24,71,75%,"Alastair Fothergill, Mark Linfield",Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Apr20,2012 wide","Aug 21, 2012",G,1,0,0,0,0,0,77 minutes,Disneynature,Anna Maria Monticelli
227,Django Unchained,4.3,91%,"$162,804,648",Jamie Foxx|Christoph Waltz|Leonardo DiCaprio|Samuel L. Jackson|Walton Goggins|Kerry Washington|Dennis Christopher|Laura Cayouette|M.C. Gainey|Don Johnson|Todd Allen|Misty Upham|James Remar|James Russo|Tom Wopat|Jonah Hill|David Steen|Dana Gourrier|Nichole Galicia|Bruce Dern|Franco Nero|Don Stroud|Russ Tamblyn|Amber Tamblyn|Cooper Huckabee|Doc Duhame|Lee Horsley|Ato Essandoh|Sammi Rotibi|Clay Donahue Fontenot|Escalante Lundy|Miriam F. Glover|Zoe Bell|Michael Bowen|Robert Carradine|Jake Garber|Ted Neeley|James Parks|Tom Savini|Michael Parks|John Jarratt|Quentin Tarantino|Elisa,8,34,228,87%,Quentin Tarantino,"Drama,Western",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"Dec25,2012 wide","Apr 16, 2013","R (for strong graphic violence throughout, a vicious fight, language and some nudity)",0,0,0,0,0,1,165 minutes,The Weinstein Co.,Quentin Tarantino
228,Do I Sound Gay,3.1,47%,"$87,742",Dan Savage|Margaret Cho|Tim Gunn|David Sedaris|Zach King|George Takei|David Thorpe|David Thorpe|Don Lemon,6.6,7,37,84%,David Thorpe,"Documentary,SpecialInterest",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Jul10,2015 limited","Nov 3, 2015",NR,0,0,1,0,0,0,78 minutes,IFC Films,David Thorpe
229,Do the Right Thing,3.9,90%,"$87,742",Spike Lee|Danny Aiello|Ossie Davis|Ruby Dee|Richard Edson|Giancarlo Esposito|John Turturro|Bill Nunn|Paul Benjamin|Joie Lee|Rosie Perez|Frankie Faison|Robin Harris|Miguel Sandoval|Rick Aiello|John Savage|Samuel L. Jackson|Robi Reed-Humes|Roger Guenveur Smith|Steve White|Martin Lawrence|Leonard Thomas|Christa Rivers|Frank Vincent|Luis Antonio Ramos|Richard Habersham|Gwen McGee|Steve Park|Stephen Park|Ginny Yang|Sherwin Park|Shawn Elliott|Diva Osorio|Travell Lee Toulson|Joel Nagle|David E. Weinberg|Chris Delaney|Angel Ramirez|David Weinberg|Sixto Ramos|Nelson Vasquez|Erik Koniger|Yattee Brown|Dominic Marcus|Eric Payne|Mecca Brunson|Roy Thomas|Shawn Stainback|Tom Wright|Soquana Wallace,8.9,5,63,93%,Spike Lee,"Comedy,Drama",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Jun14,1989 wide","Jun 30, 2009",R,0,0,0,0,0,1,120 minutes,Universal Pictures,Spike Lee
230,Dolly Parton's Coat of Many Colors,3.8,68%,"$87,742",Alyvia Alyn Lind|Jennifer Nettles|Gerald McRaney|Stella Parton|Rick Schroder|Carson Meyer|Hannah Nordberg|Mary Lane Haskell|Parker Sack|Farrah Mackenzie,7.7,2,7,78%,Stephen Herek,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Jun14,1989 wide","May 3, 2016",NR,0,0,1,0,0,0,180 minutes,Magnolia Hill Entertainment,Pamela K. Long
231,Donkey Punch,2.6,24%,"$87,742",Robert Boulter|Sian Breckin|Tom Burke|Nichola Burley|Julian Morris|Tim Burke|Jay Taylor|Jaime Winstone,5.5,25,25,50%,Olly Blackburn,Mystery&Suspense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Jan22,2008 wide","Apr 7, 2009","R (for a scene of strong sexual content involving an aberrant violent act, graphic nudity, violence, language and drug use)",0,0,0,0,0,1,90 minutes,Magnolia Pictures,"David Bloom, Olly Blackburn"
232,Dopamine,3.1,52%,"$87,742",John Livingston|Sabrina Lloyd|Bruno Campos|Reuben Grundy|William Windom|Nicole Wilder|Kathleen Antonia|Ivan Kraljevic,5.5,25,26,51%,Mark Decena,"Comedy,Documentary,Drama,Romance",0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,"Oct10,2003 limited","Apr 13, 2004","G (for language, sexuality and brief drug use)",1,0,0,0,0,0,90 minutes,The Sundance Channel,"Mark Decena, Timothy Breitbach"
233,Dr Seuss' The Lorax,3.6,63%,"$213,949,505",Danny DeVito|Ed Helms|Zac Efron|Taylor Swift|Betty White|Rob Riggle|Jenny Slate|Nasim Pedrad|Joel Sweto|Michael Beattie|Dave B. Mitchell|Dempsey Pappion|Elmarie Wendel|Danny Cooksey|Stephen Tobolowsky|Chris Renaud|Jack Angel|Bob Bergen|John Cygan|Debi Derryberry|Bill Farmer|Jess Harnell|Sherry Lynn|Danny Mann|Mona Marshall|Mickie T. McGowan|Laraine Newman|Jan Rabson|Claira Nicole Titman|Jim Ward,5.9,70,81,54%,"Chris Renaud, Kyle Balda","Animation,Kids&Family",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Mar2,2012 wide","Aug 7, 2012",PG (for brief mild language),0,0,0,1,0,0,87 minutes,Universal Pictures,"Ken Daurio, Cinco Paul"
234,Dracula A.D. 1972,3.1,40%,"$213,949,505",Stephanie Beacham|Marsha A. Hunt|David Andrews|Lally Bowers|Janet Key|Michael Kitchen|J. Philip Miller|Caroline Munro|Christopher Lee|Peter Cushing|Christopher Neame|Michael Coles|William Ellis|Stoneground,4.1,6,2,25%,Alan Gibson,"Classics,Horror",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Nov11,1972 wide","Oct 4, 2005",PG,0,0,0,1,0,0,95 minutes,Warner Bros. Pictures,"Ken Daurio, Cinco Paul"
235,Drive Angry,2.9,37%,"$10,706,786",Amber Heard|Nicolas Cage|William Fichtner|Timothy Walter,5.3,64,54,46%,Patrick Lussier,"Action&Adventure,Mystery&Suspense",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Feb25,2011 wide","May 31, 2011","R (for strong brutal violence throughout, grisly images, some graphic sexual content, nudity and pervasive language)",0,0,0,0,0,1,107 minutes,Summit Entertainment,"Ken Daurio, Cinco Paul"
236,Dumbstruck,3.6,78%,"$15,017",Bob Ashman|Maria Ashman|Dylan Burdette|Jennifer Burdette|Barry Burdette|Mark Anthony Ciarlante|Terry Fator|Melinda Fator|Debi Fator|David Hasselhoff|Dan Horn|Darrell Johnson|Sissy Johnson|Terry L. Johns|Rick Kerns|Tom Ladshaw|John D. McEntee|Piers Morgan|Sharon Osbourne|Jane Risner|Annie Roberts|Michael Ruk|Bob Rumball|Scott Sibella|Marie Fator Sly|Jerry Springer|Wilma Swartz|Lisa Sweasy|Mark Wade|Dave Willacker|Kim Yeager|Bob Rumba|Kathleen York,6.3,8,20,71%,Mark Goffman,"Documentary,SpecialInterest",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Apr22,2011 limited","Jul 19, 2011",PG (for brief suggestive humor),0,0,0,1,0,0,84 minutes,Truly Indie,Mark Goffman
237,Dynamite Warrior,2.9,35%,"$15,017",Dan Chupong|Panna Rittikrai|Leo Putt|Samart Tipthamai|Somdej Keawlue|Kanyapak Suwannakoot|Puttipong Sriwat|Samart Payakarun,6.4,5,10,67%,Chalerm Wongpim,"Action&Adventure,Comedy,Documentary",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jun28,2007 wide","Jul 17, 2007",NR,0,0,1,0,0,0,103 minutes,Magnolia Pictures,"Yuthapong Pirayuthapon, Chalerm Wongpim, Yuthaphong Pirayutphong"
